-20049	184.53
-20048	184.54
-20047	184.55
-20046	184.55
-20045	184.56
-20044	184.57
-20043	184.58
-20042	184.59
-20041	184.59
-20040	184.6
-20039	184.61
-20038	184.62
-20037	184.63
-20036	184.63
-20035	184.64
-20034	184.65
-20033	184.66
-20032	184.67
-20031	184.67
-20030	184.68
-20029	184.69
-20028	184.7
-20027	184.71
-20026	184.71
-20025	184.72
-20024	184.73
-20023	184.74
-20022	184.75
-20021	184.76
-20020	184.76
-20019	184.77
-20018	184.78
-20017	184.79
-20016	184.8
-20015	184.8
-20014	184.81
-20013	184.82
-20012	184.83
-20011	184.84
-20010	184.84
-20009	184.85
-20008	184.86
-20007	184.87
-20006	184.88
-20005	184.88
-20004	184.89
-20003	184.9
-20002	184.91
-20001	184.92
-20000	184.92
-19999	184.93
-19998	184.94
-19997	184.95
-19996	184.96
-19995	184.97
-19994	184.97
-19993	184.98
-19992	184.99
-19991	185.0
-19990	185.01
-19989	185.01
-19988	185.02
-19987	185.03
-19986	185.04
-19985	185.05
-19984	185.05
-19983	185.06
-19982	185.07
-19981	185.08
-19980	185.09
-19979	185.09
-19978	185.1
-19977	185.11
-19976	185.12
-19975	185.13
-19974	185.13
-19973	185.14
-19972	185.15
-19971	185.16
-19970	185.17
-19969	185.18
-19968	185.18
-19967	185.19
-19966	185.2
-19965	185.21
-19964	185.22
-19963	185.22
-19962	185.23
-19961	185.24
-19960	185.25
-19959	185.26
-19958	185.26
-19957	185.27
-19956	185.28
-19955	185.29
-19954	185.3
-19953	185.3
-19952	185.31
-19951	185.32
-19950	185.33
-19949	185.34
-19948	185.34
-19947	185.35
-19946	185.36
-19945	185.37
-19944	185.38
-19943	185.39
-19942	185.39
-19941	185.4
-19940	185.41
-19939	185.42
-19938	185.43
-19937	185.43
-19936	185.44
-19935	185.45
-19934	185.46
-19933	185.47
-19932	185.47
-19931	185.48
-19930	185.49
-19929	185.5
-19928	185.51
-19927	185.51
-19926	185.52
-19925	185.53
-19924	185.54
-19923	185.55
-19922	185.55
-19921	185.56
-19920	185.57
-19919	185.58
-19918	185.59
-19917	185.6
-19916	185.6
-19915	185.61
-19914	185.62
-19913	185.63
-19912	185.64
-19911	185.64
-19910	185.65
-19909	185.66
-19908	185.67
-19907	185.68
-19906	185.68
-19905	185.69
-19904	185.7
-19903	185.7
-19902	185.7
-19901	185.7
-19900	185.7
-19899	185.71
-19898	185.71
-19897	185.71
-19896	185.71
-19895	185.71
-19894	185.71
-19893	185.71
-19892	185.71
-19891	185.71
-19890	185.72
-19889	185.72
-19888	185.72
-19887	185.72
-19886	185.72
-19885	185.72
-19884	185.72
-19883	185.72
-19882	185.73
-19881	185.73
-19880	185.73
-19879	185.73
-19878	185.73
-19877	185.73
-19876	185.73
-19875	185.73
-19874	185.73
-19873	185.74
-19872	185.74
-19871	185.74
-19870	185.74
-19869	185.74
-19868	185.74
-19867	185.74
-19866	185.74
-19865	185.74
-19864	185.75
-19863	185.75
-19862	185.75
-19861	185.75
-19860	185.75
-19859	185.75
-19858	185.75
-19857	185.75
-19856	185.76
-19855	185.76
-19854	185.76
-19853	185.76
-19852	185.76
-19851	185.76
-19850	185.76
-19849	185.76
-19848	185.76
-19847	185.77
-19846	185.77
-19845	185.77
-19844	185.77
-19843	185.77
-19842	185.77
-19841	185.77
-19840	185.77
-19839	185.77
-19838	185.78
-19837	185.78
-19836	185.78
-19835	185.78
-19834	185.78
-19833	185.78
-19832	185.78
-19831	185.78
-19830	185.79
-19829	185.79
-19828	185.79
-19827	185.79
-19826	185.79
-19825	185.79
-19824	185.79
-19823	185.79
-19822	185.79
-19821	185.8
-19820	185.8
-19819	185.8
-19818	185.8
-19817	185.8
-19816	185.8
-19815	185.8
-19814	185.8
-19813	185.8
-19812	185.81
-19811	185.81
-19810	185.81
-19809	185.81
-19808	185.81
-19807	185.81
-19806	185.81
-19805	185.81
-19804	185.82
-19803	185.82
-19802	185.82
-19801	185.82
-19800	185.82
-19799	185.82
-19798	185.82
-19797	185.82
-19796	185.82
-19795	185.83
-19794	185.83
-19793	185.83
-19792	185.83
-19791	185.83
-19790	185.83
-19789	185.83
-19788	185.83
-19787	185.83
-19786	185.84
-19785	185.84
-19784	185.84
-19783	185.84
-19782	185.84
-19781	185.84
-19780	185.84
-19779	185.84
-19778	185.85
-19777	185.85
-19776	185.85
-19775	185.85
-19774	185.85
-19773	185.85
-19772	185.85
-19771	185.85
-19770	185.85
-19769	185.86
-19768	185.86
-19767	185.86
-19766	185.86
-19765	185.86
-19764	185.86
-19763	185.86
-19762	185.86
-19761	185.86
-19760	185.87
-19759	185.87
-19758	185.87
-19757	185.87
-19756	185.87
-19755	185.87
-19754	185.87
-19753	185.87
-19752	185.88
-19751	185.88
-19750	185.88
-19749	185.88
-19748	185.88
-19747	185.88
-19746	185.88
-19745	185.88
-19744	185.88
-19743	185.89
-19742	185.89
-19741	185.89
-19740	185.89
-19739	185.89
-19738	185.89
-19737	185.89
-19736	185.89
-19735	185.89
-19734	185.9
-19733	185.9
-19732	185.9
